age,working_sector,financial_weight,qualification,years_of_education,loan_taken,marital_status,occupation,relationship,ethnicity,gender,gain,loss,working_hours,country,target
19.0,private,206874.0,CommunityCollege,EDL4,0,Never-married,clerical, Own-child, Black, Female,0.0,0.0,40.0, United-States,0
21.0,private,83141.0,HighGrad,EDL2,0,Never-married,farming, Not-in-family, White, Male,0.0,0.0,53.0, United-States,0
56.0,private,444089.0,dropout,EDL1,0,Divorced,sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
35.0,private,141896.0,dropout,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
37.0,national,33487.0,CommunityCollege,EDL3,0,Divorced,support, Unmarried, Amer-Indian-Eskimo, Female,0.0,0.0,20.0, United-States,0
30.0,private,341346.0,dropout,EDL1,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
35.0,private,343403.0,Doctorate,EDL5,0,Married-civilian,support, Wife, White, Female,0.0,0.0,20.0, Yugoslavia,0
47.0,private,287480.0,CommunityCollege,EDL3,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
55.0,private,199067.0,dropout,EDL1,1,Married-civilian,inspector, Husband, White, Male,0.0,0.0,32.0, United-States,0
31.0,private,159737.0,dropout,EDL1,0,Never-married,clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
24.0,private,117583.0,Bachelors,EDL4,0,Never-married,managerial, Own-child, White, Male,0.0,0.0,48.0, United-States,0
49.0,self_employed,43479.0,CommunityCollege,EDL3,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
23.0,private,203003.0,dropout,EDL1,0,Never-married,repair, Not-in-family, White, Male,0.0,0.0,25.0, Germany,0
50.0,private,133963.0,HighGrad,EDL2,0,Divorced,clerical, Unmarried, White, Female,0.0,0.0,35.0, United-States,0
38.0,private,227794.0,Bachelors,EDL4,0,Never-married,clerical, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
20.0,self_employed,112137.0,CommunityCollege,EDL3,0,Never-married,specialty, Other-relative, Asian-Pac-Islander, Female,0.0,0.0,20.0, South,0
45.0,private,281565.0,HighGrad,EDL2,0,Widowed,other, Other-relative, Asian-Pac-Islander, Female,0.0,0.0,50.0, South,0
19.0,private,151506.0,HighGrad,EDL2,0,Never-married,other, Own-child, White, Female,0.0,0.0,30.0, United-States,0
31.0,national,139455.0,Bachelors,EDL4,0,Never-married,managerial, Own-child, White, Female,0.0,0.0,40.0, Cuba,0
38.0,private,26987.0,HighGrad,EDL2,0,Divorced,other, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
24.0,private,161092.0,Bachelors,EDL4,0,Never-married,managerial, Own-child, White, Male,0.0,0.0,40.0, United-States,0
58.0,local_body,98361.0,HighGrad,EDL2,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,50.0, United-States,0
28.0,private,188928.0,HighGrad,EDL2,0,Married-civilian,other, Husband, White, Male,0.0,0.0,40.0, United-States,0
22.0,private,164922.0,HighGrad,EDL2,0,Married-civilian,other, Husband, White, Male,0.0,0.0,40.0, United-States,0
46.0,private,185673.0,HighGrad,EDL2,0,Divorced,transport, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
30.0,private,193598.0,dropout,EDL1,0,Never-married,farming, Not-in-family, White, Male,0.0,0.0,40.0, Mexico,0
32.0,private,245482.0,HighGrad,EDL2,0,Married-civilian,inspector, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Yugoslavia,0
50.0,private,44368.0,CommunityCollege,EDL3,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
30.0,private,280927.0,Bachelors,EDL4,0,Never-married,clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
24.0,private,222993.0,HighGrad,EDL2,0,Never-married,inspector, Own-child, White, Male,0.0,0.0,40.0, United-States,0
42.0,national,25240.0,CommunityCollege,EDL4,0,Divorced,specialty, Unmarried, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States,0
18.0,private,74054.0,dropout,EDL1,0,Never-married,sales, Own-child, Other, Female,0.0,0.0,20.0, Yugoslavia,0
46.0,private,169042.0,dropout,EDL1,0,Never-married,other, Not-in-family, White, Female,0.0,0.0,25.0, Ecuador,0
19.0,private,183041.0,HighGrad,EDL2,0,Never-married,other, Own-child, White, Male,0.0,0.0,20.0, United-States,0
50.0,self_employed,287598.0,CommunityCollege,EDL3,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,70.0, United-States,0
53.0,private,182186.0,dropout,EDL1,0,Married-civilian,other, Husband, White, Male,0.0,0.0,40.0, Dominican-Republic,0
45.0,private,112305.0,CommunityCollege,EDL3,0,Divorced,other, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
21.0,private,212661.0,dropout,EDL1,1,Never-married,clerical, Not-in-family, White, Female,0.0,0.0,39.0, United-States,0
42.0,national,46366.0,HighGrad,EDL2,0,Separated,clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
37.0,self_employed,24106.0,HighGrad,EDL2,0,Married-civilian,support, Husband, White, Male,0.0,0.0,30.0, United-States,0
46.0,private,170850.0,Bachelors,EDL4,0,Divorced,inspector, Not-in-family, White, Male,0.0,1590.0,40.0, Yugoslavia,0
45.0,self_employed,40666.0,CommunityCollege,EDL4,0,Married-civilian,farming, Husband, White, Male,0.0,0.0,60.0, United-States,0
32.0,private,182975.0,CommunityCollege,EDL3,0,Never-married,support, Not-in-family, White, Female,0.0,0.0,20.0, United-States,0
30.0,private,345122.0,Masters,EDL5,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,50.0, United-States,0
37.0,private,120045.0,HighGrad,EDL2,0,Divorced,inspector, Not-in-family, White, Female,0.0,0.0,56.0, United-States,0
18.0,without_pay,201299.0,CommunityCollege,EDL3,0,Never-married,transport, Own-child, White, Female,0.0,0.0,40.0, United-States,0
46.0,private,182128.0,Masters,EDL5,0,Divorced,specialty, Unmarried, White, Female,6497.0,0.0,50.0, United-States,0
33.0,private,101562.0,Masters,EDL5,0,Never-married,managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
36.0,private,357619.0,Bachelors,EDL4,1,Married-civilian,managerial, Wife, White, Female,0.0,0.0,60.0, Germany,0
23.0,private,435835.0,HighGrad,EDL2,0,Never-married,sales, Not-in-family, White, Male,0.0,1669.0,55.0, United-States,0
39.0,private,165799.0,HighGrad,EDL2,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
22.0,private,71469.0,CommunityCollege,EDL4,0,Never-married,sales, Own-child, White, Female,0.0,0.0,25.0, United-States,0
19.0,private,229745.0,HighGrad,EDL2,0,Never-married,farming, Own-child, White, Male,0.0,0.0,20.0, United-States,0
46.0,private,28419.0,CommunityCollege,EDL4,0,Never-married,transport, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
47.0,private,26950.0,Masters,EDL5,0,Divorced,sales, Not-in-family, White, Female,0.0,0.0,6.0, United-States,0
52.0,local_body,512103.0,CommunityCollege,EDL3,0,Divorced,transport, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
38.0,self_employed,245090.0,dropout,EDL1,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, Mexico,0
32.0,private,243988.0,dropout,EDL1,0,Married-civilian,other, Husband, White, Male,0.0,0.0,40.0, Mexico,0
54.0,self_employed,82551.0,CommunityCollege,EDL4,0,Married-civilian,support, Other-relative, White, Female,0.0,0.0,10.0, United-States,0
20.0,private,42706.0,CommunityCollege,EDL3,0,Never-married,clerical, Not-in-family, White, Male,0.0,0.0,25.0, United-States,0
25.0,private,235795.0,CommunityCollege,EDL4,0,Never-married,sales, Not-in-family, White, Male,0.0,0.0,48.0, United-States,0
25.0,self_employed,108001.0,dropout,EDL1,0,Never-married,repair, Not-in-family, White, Male,0.0,0.0,15.0, United-States,0
36.0,state,112497.0,Bachelors,EDL4,0,Divorced,specialty, Not-in-family, White, Male,0.0,1876.0,44.0, United-States,0
69.0,self_employed,128206.0,HighGrad,EDL2,0,Married-civilian,support, Husband, White, Male,0.0,0.0,30.0, United-States,0
20.0,private,362999.0,CommunityCollege,EDL3,0,Never-married,clerical, Own-child, White, Female,0.0,0.0,20.0, United-States,0
21.0,private,346693.0,dropout,EDL1,0,Never-married,farming, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
21.0,private,99199.0,HighGrad,EDL2,0,Never-married,inspector, Own-child, White, Male,0.0,0.0,32.0, United-States,0
25.0,without_pay,219987.0,CommunityCollege,EDL4,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,13.0, United-States,0
39.0,private,143445.0,HighGrad,EDL2,0,Married-civilian,other, Other-relative, Black, Female,0.0,0.0,40.0, United-States,0
33.0,local_body,224185.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
29.0,private,165360.0,CommunityCollege,EDL4,0,Never-married,clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
48.0,private,38950.0,HighGrad,EDL2,0,Married-civilian,support, Husband, White, Male,0.0,0.0,89.0, United-States,0
29.0,private,247151.0,dropout,EDL1,1,Divorced,inspector, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
34.0,private,213722.0,HighGrad,EDL2,0,Never-married,cleaner, Own-child, White, Male,0.0,0.0,40.0, United-States,0
20.0,private,209955.0,CommunityCollege,EDL3,0,Never-married,other, Own-child, White, Male,0.0,0.0,25.0, United-States,0
45.0,private,138626.0,CommunityCollege,EDL3,0,Divorced,managerial, Not-in-family, White, Male,0.0,1876.0,50.0, United-States,0
22.0,without_pay,179973.0,CommunityCollege,EDL4,0,Never-married,transport, Own-child, White, Male,0.0,0.0,40.0, United-States,0
23.0,private,200207.0,HighGrad,EDL2,0,Divorced,cleaner, Own-child, White, Male,0.0,0.0,44.0, United-States,0
19.0,private,156587.0,CommunityCollege,EDL3,0,Never-married,clerical, Own-child, White, Female,0.0,0.0,38.0, United-States,0
24.0,private,33016.0,CommunityCollege,EDL3,0,Never-married,repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
20.0,private,197496.0,CommunityCollege,EDL3,0,Never-married,sales, Own-child, White, Male,0.0,0.0,30.0, Yugoslavia,0
32.0,private,153588.0,HighGrad,EDL2,0,Divorced,repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
18.0,private,716066.0,dropout,EDL1,0,Never-married,inspector, Own-child, White, Male,0.0,0.0,30.0, United-States,0
27.0,private,188519.0,HighGrad,EDL2,0,Divorced,sales, Own-child, White, Female,0.0,0.0,40.0, United-States,0
26.0,private,109080.0,CommunityCollege,EDL3,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,60.0, United-States,0
52.0,private,174421.0,CommunityCollege,EDL4,0,Divorced,specialty, Unmarried, White, Female,0.0,0.0,32.0, United-States,0
24.0,private,259351.0,CommunityCollege,EDL3,0,Never-married,repair, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico,0
42.0,national,284403.0,HighGrad,EDL2,0,Divorced,clerical, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
20.0,without_pay,201766.0,CommunityCollege,EDL3,0,Never-married,transport, Own-child, White, Female,0.0,0.0,35.0, United-States,0
20.0,state,340475.0,CommunityCollege,EDL3,0,Never-married,clerical, Own-child, White, Female,0.0,0.0,10.0, United-States,0
39.0,private,487486.0,HighGrad,EDL2,1,Widowed,cleaner, Unmarried, White, Male,0.0,0.0,40.0, Yugoslavia,0
68.0,without_pay,484298.0,dropout,EDL1,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,30.0, United-States,0
35.0,private,170617.0,HighGrad,EDL2,0,Never-married,inspector, Unmarried, Black, Female,0.0,0.0,48.0, United-States,0
24.0,private,117779.0,Bachelors,EDL4,0,Never-married,managerial, Own-child, White, Male,0.0,0.0,40.0, United-States,0
24.0,private,209770.0,Bachelors,EDL4,0,Never-married,specialty, Not-in-family, White, Female,0.0,0.0,8.0, United-States,0
20.0,private,317443.0,CommunityCollege,EDL3,0,Never-married,clerical, Own-child, Black, Female,0.0,0.0,15.0, United-States,0
64.0,without_pay,140237.0,dropout,EDL1,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,40.0, United-States,0
28.0,private,107411.0,Bachelors,EDL4,0,Never-married,specialty, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
36.0,self_employed,122493.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,47.0, United-States,0
44.0,self_employed,195124.0,HighGrad,EDL2,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,60.0, Yugoslavia,0
22.0,private,335453.0,HighGrad,EDL2,1,Never-married,clerical, Not-in-family, White, Female,0.0,0.0,60.0, United-States,0
56.0,private,318329.0,HighGrad,EDL2,0,Married-civilian,inspector, Husband, White, Male,0.0,0.0,40.0, United-States,0
24.0,private,100321.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,45.0, United-States,0
24.0,self_employed,81145.0,CommunityCollege,EDL3,0,Never-married,other, Not-in-family, White, Female,0.0,0.0,75.0, United-States,0
22.0,private,62865.0,CommunityCollege,EDL4,0,Never-married,clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
21.0,private,176262.0,CommunityCollege,EDL3,0,Never-married,managerial, Own-child, White, Female,0.0,0.0,30.0, United-States,0
41.0,local_body,208174.0,Masters,EDL5,0,Divorced,specialty, Unmarried, White, Female,0.0,0.0,55.0, United-States,0
19.0,private,188815.0,HighGrad,EDL2,0,Never-married,other, Own-child, White, Female,34095.0,0.0,20.0, United-States,0
67.0,self_employed,226092.0,CommunityCollege,EDL3,0,Married-civilian,farming, Husband, White, Male,0.0,0.0,44.0, United-States,0
20.0,private,212668.0,CommunityCollege,EDL3,0,Never-married,sales, Own-child, White, Female,0.0,0.0,30.0, United-States,0
32.0,private,381583.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, Other, Male,0.0,0.0,40.0, United-States,0
46.0,private,239439.0,HighGrad,EDL2,0,Separated,inspector, Own-child, Black, Female,0.0,0.0,40.0, United-States,0
52.0,private,172493.0,HighGrad,EDL2,0,Never-married,sales, Not-in-family, White, Female,0.0,0.0,36.0, United-States,0
44.0,private,239876.0,Bachelors,EDL4,0,Divorced,specialty, Unmarried, Black, Male,0.0,0.0,40.0, United-States,0
65.0,without_pay,221881.0,dropout,EDL1,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,40.0, Mexico,0
27.0,self_employed,206889.0,CommunityCollege,EDL3,0,Married-civilian,farming, Husband, White, Male,0.0,0.0,50.0, United-States,0
35.0,private,110668.0,HighGrad,EDL2,0,Married-civilian,inspector, Wife, Black, Female,0.0,0.0,35.0, United-States,0
30.0,private,211028.0,HighGrad,EDL2,0,Never-married,clerical, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
64.0,local_body,202984.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,3137.0,0.0,40.0, United-States,0
35.0,private,194690.0,dropout,EDL1,0,Divorced,support, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
28.0,self_employed,204984.0,Bachelors,EDL4,0,Never-married,support, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
33.0,private,345360.0,CommunityCollege,EDL3,0,Never-married,sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
25.0,private,479765.0,dropout,EDL1,0,Never-married,sales, Other-relative, White, Male,0.0,0.0,45.0, Guatemala,0
53.0,private,299080.0,CommunityCollege,EDL3,0,Never-married,clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
63.0,private,135339.0,HighGrad,EDL2,0,Married-civilian,clerical, Husband, Asian-Pac-Islander, Male,2105.0,0.0,40.0, Vietnam,0
27.0,local_body,52156.0,CommunityCollege,EDL3,0,Married-civilian,guard, Husband, White, Male,0.0,0.0,60.0, United-States,0
31.0,private,318647.0,dropout,EDL1,0,Never-married,repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
33.0,private,80145.0,HighGrad,EDL2,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,60.0, United-States,0
19.0,private,266635.0,HighGrad,EDL2,0,Never-married,other, Own-child, Black, Male,0.0,0.0,30.0, United-States,0
31.0,private,197672.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,40.0, United-States,0
53.0,private,185846.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
47.0,self_employed,315110.0,CommunityCollege,EDL3,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,20.0, United-States,0
27.0,private,220754.0,Doctorate,EDL5,0,Never-married,clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
22.0,private,64292.0,HighGrad,EDL2,0,Never-married,support, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
52.0,private,78012.0,HighGrad,EDL2,0,Widowed,sales, Unmarried, White, Female,0.0,1762.0,40.0, United-States,0
32.0,private,210562.0,CommunityCollege,EDL4,0,Divorced,repair, Own-child, White, Male,0.0,0.0,46.0, United-States,0
23.0,private,350181.0,HighGrad,EDL2,0,Never-married,sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
27.0,private,233421.0,CommunityCollege,EDL3,1,Never-married,clerical, Own-child, White, Male,0.0,0.0,20.0, United-States,0
53.0,private,167170.0,HighGrad,EDL2,0,Widowed,inspector, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
18.0,private,260801.0,HighGrad,EDL2,0,Never-married,cleaner, Own-child, White, Male,0.0,0.0,20.0, United-States,0
41.0,private,173370.0,Bachelors,EDL4,0,Separated,sales, Unmarried, White, Female,0.0,0.0,30.0, United-States,0
27.0,private,135520.0,HighGrad,EDL2,0,Married-civilian,inspector, Wife, White, Female,0.0,0.0,40.0, Dominican-Republic,0
30.0,private,121308.0,CommunityCollege,EDL3,0,Divorced,sales, Own-child, White, Male,0.0,0.0,40.0, United-States,0
41.0,private,444743.0,HighGrad,EDL2,0,Divorced,support, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
21.0,private,65225.0,CommunityCollege,EDL3,0,Never-married,clerical, Not-in-family, White, Female,0.0,0.0,30.0, United-States,0
58.0,state,136982.0,HighGrad,EDL2,0,Married-non-resident,other, Unmarried, Black, Female,0.0,0.0,40.0, Honduras,0
45.0,state,271962.0,Bachelors,EDL4,0,Divorced,guard, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
40.0,private,204046.0,dropout,EDL1,0,Divorced,transport, Own-child, White, Male,0.0,0.0,40.0, United-States,0
21.0,private,225823.0,CommunityCollege,EDL3,0,Never-married,clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
29.0,private,183009.0,Bachelors,EDL4,0,Never-married,specialty, Not-in-family, Other, Female,0.0,1590.0,40.0, United-States,0
50.0,private,121038.0,CommunityCollege,EDL4,0,Married-civilian,other, Wife, Black, Female,0.0,0.0,40.0, United-States,0
26.0,private,49092.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
23.0,private,148709.0,HighGrad,EDL2,0,Separated,cleaner, Other-relative, White, Female,0.0,0.0,40.0, United-States,0
27.0,private,209205.0,Bachelors,EDL4,0,Never-married,support, Own-child, White, Male,0.0,0.0,40.0, United-States,0
36.0,local_body,285865.0,Bachelors,EDL4,0,Never-married,clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
22.0,national,216129.0,HighGrad,EDL2,0,Never-married,clerical, Other-relative, White, Male,0.0,0.0,40.0, United-States,0
37.0,national,40955.0,CommunityCollege,EDL3,0,Never-married,other, Own-child, White, Male,0.0,0.0,40.0, Japan,0
54.0,private,197189.0,Bachelors,EDL4,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,40.0, United-States,0
36.0,private,33001.0,HighGrad,EDL2,0,Divorced,farming, Unmarried, White, Male,0.0,0.0,50.0, United-States,0
44.0,private,227399.0,CommunityCollege,EDL4,0,Married-civilian,managerial, Husband, Black, Male,0.0,0.0,40.0, United-States,0
49.0,private,259087.0,CommunityCollege,EDL3,0,Divorced,repair, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
18.0,private,236262.0,dropout,EDL1,0,Never-married,cleaner, Own-child, White, Male,0.0,0.0,12.0, United-States,0
26.0,private,177929.0,Bachelors,EDL4,0,Never-married,sales, Not-in-family, White, Male,0.0,0.0,48.0, United-States,0
32.0,private,199963.0,dropout,EDL1,0,Married-civilian,inspector, Wife, White, Female,0.0,0.0,40.0, United-States,0
35.0,state,98776.0,HighGrad,EDL2,1,Never-married,support, Own-child, White, Male,0.0,0.0,40.0, United-States,0
40.0,private,135056.0,HighGrad,EDL2,0,Never-married,clerical, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
40.0,self_employed,55363.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,3411.0,0.0,40.0, United-States,0
30.0,private,231263.0,HighGrad,EDL2,1,Married-civilian,sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
19.0,private,226913.0,CommunityCollege,EDL3,1,Never-married,sales, Own-child, White, Female,0.0,0.0,20.0, United-States,0
31.0,private,191001.0,HighGrad,EDL2,0,Never-married,sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
50.0,national,69345.0,CommunityCollege,EDL4,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,60.0, United-States,0
38.0,private,204556.0,HighGrad,EDL2,0,Divorced,repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
29.0,private,405177.0,dropout,EDL1,0,Separated,sales, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
49.0,private,82572.0,CommunityCollege,EDL3,0,Never-married,other, Not-in-family, White, Female,0.0,0.0,60.0, United-States,0
27.0,private,245661.0,HighGrad,EDL2,0,Separated,inspector, Own-child, White, Female,0.0,0.0,40.0, United-States,0
47.0,self_employed,483596.0,HighGrad,EDL2,0,Married-civilian,managerial, Husband, White, Male,2885.0,0.0,32.0, United-States,0
30.0,private,347166.0,HighGrad,EDL2,0,Never-married,managerial, Not-in-family, White, Male,0.0,0.0,60.0, United-States,0
37.0,local_body,108540.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
37.0,private,333305.0,Doctorate,EDL5,0,Married-civilian,specialty, Wife, White, Female,0.0,0.0,35.0, United-States,0
51.0,private,155408.0,HighGrad,EDL2,0,Married-non-resident,sales, Not-in-family, Black, Female,0.0,0.0,38.0, United-States,0
27.0,national,246372.0,HighGrad,EDL2,0,Married-civilian,other, Husband, White, Male,0.0,0.0,40.0, United-States,0
53.0,private,30290.0,HighGrad,EDL2,0,Never-married,sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
45.0,private,347321.0,HighGrad,EDL2,0,Never-married,repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
37.0,self_employed,205852.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,45.0, United-States,0
40.0,national,163215.0,Bachelors,EDL4,0,Never-married,specialty, Not-in-family, White, Female,0.0,0.0,40.0, Yugoslavia,0
33.0,private,31573.0,HighGrad,EDL2,0,Married-civilian,inspector, Husband, White, Male,0.0,0.0,40.0, United-States,0
28.0,local_body,125159.0,CommunityCollege,EDL3,0,Never-married,clerical, Other-relative, Black, Male,0.0,0.0,40.0, Haiti,0
25.0,without_pay,122745.0,HighGrad,EDL2,0,Never-married,transport, Own-child, White, Male,0.0,1602.0,40.0, United-States,0
33.0,private,150570.0,Bachelors,EDL4,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
34.0,private,118941.0,dropout,EDL1,0,Never-married,other, Not-in-family, White, Female,0.0,0.0,40.0, Ireland,0
21.0,private,174714.0,CommunityCollege,EDL4,0,Never-married,clerical, Own-child, White, Male,0.0,0.0,35.0, United-States,0
63.0,private,133144.0,HighGrad,EDL2,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,45.0, United-States,0
21.0,self_employed,318865.0,CommunityCollege,EDL3,1,Never-married,other, Own-child, White, Male,0.0,0.0,30.0, United-States,0
50.0,private,92969.0,dropout,EDL1,0,Separated,specialty, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
66.0,without_pay,376028.0,HighGrad,EDL2,0,Married-civilian,transport, Wife, White, Female,0.0,0.0,20.0, United-States,0
19.0,private,144161.0,HighGrad,EDL2,0,Never-married,transport, Own-child, White, Male,0.0,0.0,30.0, United-States,0
31.0,private,183778.0,Bachelors,EDL4,0,Never-married,support, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
23.0,private,398904.0,Bachelors,EDL4,0,Married-civilian,specialty, Wife, White, Female,0.0,0.0,40.0, United-States,0
35.0,local_body,204277.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,40.0, United-States,0
32.0,private,205152.0,Bachelors,EDL4,0,Never-married,repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
20.0,private,225395.0,dropout,EDL1,0,Never-married,inspector, Other-relative, White, Female,0.0,0.0,60.0, Mexico,0
49.0,private,147032.0,HighGrad,EDL2,1,Married-civilian,other, Wife, Asian-Pac-Islander, Female,0.0,0.0,8.0, Philippines,0
60.0,local_body,232769.0,dropout,EDL1,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,20.0, United-States,0
25.0,private,36984.0,Bachelors,EDL4,0,Never-married,specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States,0
21.0,private,292264.0,HighGrad,EDL2,0,Never-married,repair, Not-in-family, White, Male,0.0,0.0,35.0, United-States,0
26.0,private,303973.0,HighGrad,EDL2,0,Never-married,house_servant, Other-relative, White, Female,0.0,1602.0,15.0, Mexico,0
23.0,private,287988.0,CommunityCollege,EDL3,1,Never-married,clerical, Not-in-family, White, Male,0.0,0.0,20.0, United-States,0
24.0,private,191948.0,HighGrad,EDL2,0,Divorced,sales, Unmarried, White, Female,0.0,0.0,30.0, United-States,0
46.0,private,324601.0,dropout,EDL1,0,Separated,inspector, Own-child, White, Female,0.0,0.0,40.0, Guatemala,0
38.0,state,200289.0,Doctorate,EDL5,0,Married-civilian,specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Taiwan,0
20.0,private,113307.0,dropout,EDL1,0,Never-married,inspector, Other-relative, White, Male,0.0,0.0,40.0, United-States,0
28.0,without_pay,194087.0,CommunityCollege,EDL3,0,Never-married,transport, Other-relative, White, Female,0.0,0.0,40.0, United-States,0
26.0,private,155213.0,Bachelors,EDL4,0,Never-married,specialty, Not-in-family, White, Male,0.0,0.0,48.0, United-States,0
58.0,private,175127.0,HighGrad,EDL2,0,Married-civilian,inspector, Husband, White, Male,0.0,0.0,40.0, United-States,0
31.0,state,358461.0,CommunityCollege,EDL3,0,Never-married,other, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,0
37.0,state,354929.0,CommunityCollege,EDL4,0,Divorced,guard, Not-in-family, Black, Male,0.0,0.0,38.0, United-States,0
45.0,private,112929.0,dropout,EDL1,0,Divorced,inspector, Not-in-family, Black, Female,0.0,0.0,35.0, United-States,0
33.0,private,132832.0,HighGrad,EDL2,0,Never-married,clerical, Not-in-family, White, Female,0.0,0.0,50.0, United-States,0
33.0,state,357691.0,Masters,EDL5,0,Married-civilian,guard, Husband, Black, Male,0.0,0.0,40.0, United-States,0
35.0,private,114605.0,HighGrad,EDL2,0,Divorced,cleaner, Not-in-family, White, Male,0.0,0.0,25.0, United-States,0
